mode	cell_id	input_cap_tokens	target_prefix_ratio_pct	line_number	avg_prompt_throughput_tokens_s	avg_generation_throughput_tokens_s	running_reqs	waiting_reqs	gpu_kv_cache_usage_pct	prefix_cache_hit_rate_pct
prefix_cache_off	cap8192_prefix30	8192	30	145	302.4	3.6	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix30	8192	30	146	0.0	12.0	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix30	8192	30	147	0.0	12.1	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix30	8192	30	148	0.0	12.1	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix30	8192	30	149	0.0	12.1	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix30	8192	30	150	0.0	12.1	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix30	8192	30	151	0.0	12.1	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix30	8192	30	152	0.0	12.2	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix30	8192	30	158	2457.5	11.7	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix30	8192	30	159	0.0	33.9	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix30	8192	30	160	0.0	33.9	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix30	8192	30	161	0.0	34.2	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix30	8192	30	162	0.0	34.2	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix30	8192	30	163	0.0	34.2	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix30	8192	30	164	0.0	34.5	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix30	8192	30	165	0.0	34.2	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix30	8192	30	166	0.0	34.5	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix60	8192	60	145	303.3	3.2	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix60	8192	60	146	0.0	12.1	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix60	8192	60	147	0.0	12.2	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix60	8192	60	148	0.0	12.0	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix60	8192	60	149	0.0	12.1	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix60	8192	60	150	0.0	12.0	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix60	8192	60	151	0.0	11.9	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix60	8192	60	152	0.0	12.0	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix60	8192	60	156	819.2	9.9	3	0	2.0	0.0
prefix_cache_off	cap8192_prefix60	8192	60	159	1638.3	32.3	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix60	8192	60	160	0.0	33.6	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix60	8192	60	161	0.0	33.3	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix60	8192	60	162	0.0	33.9	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix60	8192	60	163	0.0	33.9	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix60	8192	60	164	0.0	33.9	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix60	8192	60	165	0.0	33.9	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix60	8192	60	166	0.0	33.6	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix60	8192	60	167	0.0	33.9	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix90	8192	90	145	303.9	3.0	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix90	8192	90	146	0.0	11.9	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix90	8192	90	147	0.0	12.0	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix90	8192	90	148	0.0	12.0	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix90	8192	90	149	0.0	12.1	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix90	8192	90	150	0.0	12.1	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix90	8192	90	151	0.0	12.1	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix90	8192	90	152	0.0	12.1	1	0	0.9	0.0
prefix_cache_off	cap8192_prefix90	8192	90	156	819.2	10.3	2	1	1.6	0.0
prefix_cache_off	cap8192_prefix90	8192	90	159	1638.3	31.2	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix90	8192	90	160	0.0	33.6	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix90	8192	90	161	0.0	33.6	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix90	8192	90	162	0.0	33.6	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix90	8192	90	163	0.0	30.6	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix90	8192	90	164	0.0	30.9	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix90	8192	90	165	0.0	31.8	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix90	8192	90	166	0.0	32.1	3	0	2.6	0.0
prefix_cache_off	cap8192_prefix90	8192	90	167	0.0	33.0	3	0	2.6	0.0
prefix_cache_off	cap16384_prefix30	16384	30	145	600.9	2.6	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix30	16384	30	146	0.0	11.8	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix30	16384	30	147	0.0	12.1	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix30	16384	30	148	0.0	12.1	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix30	16384	30	149	0.0	12.1	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix30	16384	30	150	0.0	12.2	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix30	16384	30	151	0.0	12.2	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix30	16384	30	152	0.0	12.3	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix30	16384	30	156	0.0	10.4	1	2	1.1	0.0
prefix_cache_off	cap16384_prefix30	16384	30	157	4914.4	22.0	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix30	16384	30	158	0.0	34.5	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix30	16384	30	159	0.0	34.2	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix30	16384	30	160	0.0	34.5	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix30	16384	30	161	0.0	33.9	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix30	16384	30	162	0.0	34.2	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix30	16384	30	163	0.0	33.6	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix30	16384	30	164	0.0	30.6	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix30	16384	30	165	0.0	31.2	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix60	16384	60	145	559.0	2.4	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix60	16384	60	146	0.0	11.9	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix60	16384	60	147	0.0	12.1	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix60	16384	60	148	0.0	12.2	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix60	16384	60	149	0.0	12.1	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix60	16384	60	150	0.0	12.2	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix60	16384	60	151	0.0	12.2	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix60	16384	60	152	0.0	12.2	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix60	16384	60	156	0.0	10.4	1	2	1.1	0.0
prefix_cache_off	cap16384_prefix60	16384	60	157	4914.8	22.0	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix60	16384	60	158	0.0	33.9	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix60	16384	60	159	0.0	34.2	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix60	16384	60	160	0.0	34.5	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix60	16384	60	161	0.0	31.8	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix60	16384	60	162	0.0	32.1	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix60	16384	60	163	0.0	32.7	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix60	16384	60	164	0.0	32.7	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix60	16384	60	165	0.0	33.3	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix90	16384	90	145	601.3	2.6	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix90	16384	90	146	0.0	11.0	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix90	16384	90	147	0.0	11.4	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix90	16384	90	148	0.0	11.6	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix90	16384	90	149	0.0	11.9	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix90	16384	90	150	0.0	12.0	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix90	16384	90	151	0.0	12.1	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix90	16384	90	152	0.0	12.2	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix90	16384	90	153	0.0	12.1	1	0	1.4	0.0
prefix_cache_off	cap16384_prefix90	16384	90	157	4915.1	15.4	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix90	16384	90	158	0.0	34.2	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix90	16384	90	159	0.0	34.2	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix90	16384	90	160	0.0	34.2	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix90	16384	90	161	0.0	34.2	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix90	16384	90	162	0.0	33.9	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix90	16384	90	163	0.0	34.2	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix90	16384	90	164	0.0	33.9	3	0	4.3	0.0
prefix_cache_off	cap16384_prefix90	16384	90	165	0.0	34.2	3	0	4.3	0.0
prefix_cache_off	cap32768_prefix30	32768	30	145	1181.2	1.4	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix30	32768	30	146	0.0	10.6	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix30	32768	30	147	0.0	11.1	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix30	32768	30	148	0.0	11.3	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix30	32768	30	149	0.0	11.5	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix30	32768	30	150	0.0	11.6	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix30	32768	30	151	0.0	11.7	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix30	32768	30	152	0.0	11.7	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix30	32768	30	153	0.0	11.9	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix30	32768	30	157	0.0	7.1	1	2	2.5	0.0
prefix_cache_off	cap32768_prefix30	32768	30	158	9830.0	11.5	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix30	32768	30	159	0.0	33.0	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix30	32768	30	160	0.0	33.3	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix30	32768	30	161	0.0	33.3	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix30	32768	30	162	0.0	33.6	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix30	32768	30	163	0.0	33.6	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix30	32768	30	164	0.0	33.3	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix30	32768	30	165	0.0	33.6	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix30	32768	30	166	0.0	33.6	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix60	32768	60	145	1207.8	1.8	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix60	32768	60	146	0.0	12.0	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix60	32768	60	147	0.0	12.0	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix60	32768	60	148	0.0	12.0	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix60	32768	60	149	0.0	12.2	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix60	32768	60	150	0.0	12.2	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix60	32768	60	151	0.0	12.3	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix60	32768	60	152	0.0	12.2	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix60	32768	60	153	0.0	12.3	1	0	2.6	0.0
prefix_cache_off	cap32768_prefix60	32768	60	157	6553.0	3.7	3	0	6.6	0.0
prefix_cache_off	cap32768_prefix60	32768	60	158	3276.5	28.6	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix60	32768	60	159	0.0	34.2	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix60	32768	60	160	0.0	34.2	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix60	32768	60	161	0.0	33.9	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix60	32768	60	162	0.0	34.2	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix60	32768	60	163	0.0	34.2	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix60	32768	60	164	0.0	34.2	3	0	7.7	0.0
prefix_cache_off	cap32768_prefix60	32768	60	165	0.0	34.2	3	0	7.7	0.0
