bench_name,status,command,artifact_path,duration_ms,blocked_category,blocked_detail,metric_name,metric_value,unit
npu_copy_h2d,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_h2d torch-npu microbench>,microbench/npu_copy_h2d.csv,114.149,,,h2d_latency_us_4K,206.890012,us
npu_copy_h2d,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_h2d torch-npu microbench>,microbench/npu_copy_h2d.csv,114.149,,,h2d_bandwidth_gbps_4K,0.018438,GB/s
npu_copy_h2d,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_h2d torch-npu microbench>,microbench/npu_copy_h2d.csv,114.149,,,h2d_latency_us_16K,140.236691,us
npu_copy_h2d,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_h2d torch-npu microbench>,microbench/npu_copy_h2d.csv,114.149,,,h2d_bandwidth_gbps_16K,0.108807,GB/s
npu_copy_h2d,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_h2d torch-npu microbench>,microbench/npu_copy_h2d.csv,114.149,,,h2d_latency_us_64K,130.286673,us
npu_copy_h2d,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_h2d torch-npu microbench>,microbench/npu_copy_h2d.csv,114.149,,,h2d_bandwidth_gbps_64K,0.468468,GB/s
npu_copy_h2d,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_h2d torch-npu microbench>,microbench/npu_copy_h2d.csv,114.149,,,h2d_latency_us_1M,353.206648,us
npu_copy_h2d,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_h2d torch-npu microbench>,microbench/npu_copy_h2d.csv,114.149,,,h2d_bandwidth_gbps_1M,2.764847,GB/s
npu_copy_h2d,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_h2d torch-npu microbench>,microbench/npu_copy_h2d.csv,114.149,,,h2d_latency_us_16M,2924.459288,us
npu_copy_h2d,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_h2d torch-npu microbench>,microbench/npu_copy_h2d.csv,114.149,,,h2d_bandwidth_gbps_16M,5.342868,GB/s
npu_copy_h2d,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_h2d torch-npu microbench>,microbench/npu_copy_h2d.csv,114.149,,,h2d_latency_us_256M,46167.98705,us
npu_copy_h2d,measurable,/data/node0_disk1/liguowei/AK-Infer-Lab/.conda/envs/ak-infer-lab/bin/python -c <npu_copy_h2d torch-npu microbench>,microbench/npu_copy_h2d.csv,114.149,,,h2d_bandwidth_gbps_256M,5.415008,GB/s
