mode	input_cap_tokens	target_prefix_ratio_pct	performance_parameter	stage	Average	Min	Max	Median	P75	P90	P99	N	unit	policy
prefix_cache_off	32768	30	ITL	total	89.495	89.458	89.52	89.507	89.5135	89.5174	89.51974	3	ms	host_stream_inter_chunk_median_per_request_not_runtime_native_decode_event
prefix_cache_off	32768	30	InputTokens	total	32768.0	32768.0	32768.0	32768.0	32768.0	32768.0	32768.0	3	token	submitted_input_token_count
prefix_cache_off	32768	30	OutputTokens	total	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	3	token	generated_token_count
prefix_cache_off	32768	30	OutputTokenThroughput	total	10.005362	9.882877	10.137058	9.996152	10.066605	10.108877	10.13424	3	token/s	generated_tokens_div_client_wall_time
prefix_cache_off	32768	30	PrefillTokenThroughput	total	4837.812523	2750.127716	7780.898189	3982.411663	5881.654926	7021.200884	7704.928459	3	token/s	input_tokens_div_ttft_host_client_approximation
prefix_cache_off	32768	60	E2EL	total	100170.667	98853.833	101406.237	100251.931	100829.084	101175.3758	101383.15088	3	ms	client_wall_us_div_1000
prefix_cache_off	32768	60	TTFT	total	7935.372333	4120.293	11633.523	8052.301	9842.912	10917.2786	11561.89856	3	ms	host_client_first_nonempty_text_chunk
prefix_cache_off	32768	60	TPOT	total	90.161	87.754	92.603	90.126	91.3645	92.1076	92.55346	3	ms	response_end_minus_first_token_div_generated_tokens_minus_one
prefix_cache_off	32768	60	ITL	total	87.715667	87.699	87.725	87.723	87.724	87.7246	87.72496	3	ms	host_stream_inter_chunk_median_per_request_not_runtime_native_decode_event
prefix_cache_off	32768	60	InputTokens	total	32768.0	32768.0	32768.0	32768.0	32768.0	32768.0	32768.0	3	token	submitted_input_token_count
prefix_cache_off	32768	60	OutputTokens	total	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	3	token	generated_token_count
prefix_cache_off	32768	60	OutputTokenThroughput	total	10.223664	10.097998	10.358728	10.214267	10.286497	10.329836	10.355839	3	token/s	generated_tokens_div_client_wall_time
prefix_cache_off	32768	60	PrefillTokenThroughput	total	4946.3053	2816.687602	7952.832481	4069.395816	6011.114148	7176.145148	7875.163747	3	token/s	input_tokens_div_ttft_host_client_approximation
prefix_cache_off	32768	90	E2EL	total	105211.159667	103836.155	106500.272	105297.052	105898.662	106259.628	106476.2076	3	ms	client_wall_us_div_1000
prefix_cache_off	32768	90	TTFT	total	8149.367667	4232.6	11950.593	8264.91	10107.7515	11213.4564	11876.87934	3	ms	host_client_first_nonempty_text_chunk
prefix_cache_off	32768	90	TPOT	total	94.879	92.423	97.364	94.85	96.107	96.8612	97.31372	3	ms	response_end_minus_first_token_div_generated_tokens_minus_one
prefix_cache_off	32768	90	ITL	total	92.819333	92.717	92.939	92.802	92.8705	92.9116	92.93626	3	ms	host_stream_inter_chunk_median_per_request_not_runtime_native_decode_event
prefix_cache_off	32768	90	InputTokens	total	32768.0	32768.0	32768.0	32768.0	32768.0	32768.0	32768.0	3	token	submitted_input_token_count
prefix_cache_off	32768	90	OutputTokens	total	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	3	token	generated_token_count
prefix_cache_off	32768	90	OutputTokenThroughput	total	9.733853	9.614999	9.86169	9.724869	9.79328	9.834326	9.858954	3	token/s	generated_tokens_div_client_wall_time
prefix_cache_off	32768	90	PrefillTokenThroughput	total	4816.160999	2741.955985	7741.813543	3964.713469	5853.263506	6986.393528	7666.271541	3	token/s	input_tokens_div_ttft_host_client_approximation
prefix_cache_off	65536	30	E2EL	total	117491.645	114754.9	120127.487	117592.548	118860.0175	119620.4992	120076.78822	3	ms	client_wall_us_div_1000
prefix_cache_off	65536	30	TTFT	total	18260.845	9266.28	27207.381	18308.874	22758.1275	25427.6796	27029.41086	3	ms	host_client_first_nonempty_text_chunk
prefix_cache_off	65536	30	TPOT	total	96.999	90.83	103.116	97.051	100.0835	101.903	102.9947	3	ms	response_end_minus_first_token_div_generated_tokens_minus_one
prefix_cache_off	65536	30	ITL	total	90.719333	90.572	90.864	90.722	90.793	90.8356	90.86116	3	ms	host_stream_inter_chunk_median_per_request_not_runtime_native_decode_event
prefix_cache_off	65536	30	InputTokens	total	65536.0	65536.0	65536.0	65536.0	65536.0	65536.0	65536.0	3	token	submitted_input_token_count
prefix_cache_off	65536	30	OutputTokens	total	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	3	token	generated_token_count
prefix_cache_off	65536	30	OutputTokenThroughput	total	8.718559	8.524277	8.923366	8.708035	8.815701	8.8803	8.919059	3	token/s	generated_tokens_div_client_wall_time
prefix_cache_off	65536	30	PrefillTokenThroughput	total	4353.583297	2408.758123	7072.525328	3579.466438	5325.995883	6373.91355	7002.664151	3	token/s	input_tokens_div_ttft_host_client_approximation
prefix_cache_off	65536	60	E2EL	total	118006.744667	115220.661	120687.55	118112.023	119399.7865	120172.4446	120636.03946	3	ms	client_wall_us_div_1000
prefix_cache_off	65536	60	TTFT	total	17895.48	9052.219	26754.031	17880.19	22317.1105	24979.2628	26576.55418	3	ms	host_client_first_nonempty_text_chunk
prefix_cache_off	65536	60	TPOT	total	97.86	91.821	103.781	97.978	100.8795	102.6204	103.66494	3	ms	response_end_minus_first_token_div_generated_tokens_minus_one
prefix_cache_off	65536	60	ITL	total	90.977333	90.804	91.173	90.955	91.064	91.1294	91.16864	3	ms	host_stream_inter_chunk_median_per_request_not_runtime_native_decode_event
prefix_cache_off	65536	60	InputTokens	total	65536.0	65536.0	65536.0	65536.0	65536.0	65536.0	65536.0	3	token	submitted_input_token_count
prefix_cache_off	65536	60	OutputTokens	total	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	3	token	generated_token_count
prefix_cache_off	65536	60	OutputTokenThroughput	total	8.680583	8.484719	8.887295	8.669736	8.778516	8.843783	8.882944	3	token/s	generated_tokens_div_client_wall_time
prefix_cache_off	65536	60	PrefillTokenThroughput	total	4451.544016	2449.574795	7239.771817	3665.285436	5452.528627	6524.874541	7168.28209	3	token/s	input_tokens_div_ttft_host_client_approximation
prefix_cache_off	65536	90	E2EL	total	117265.730333	114424.994	119995.082	117377.115	118686.0985	119471.4886	119942.72266	3	ms	client_wall_us_div_1000
prefix_cache_off	65536	90	TTFT	total	17664.521	9058.027	26166.09	17769.446	21967.768	24486.7612	25998.15712	3	ms	host_client_first_nonempty_text_chunk
prefix_cache_off	65536	90	TPOT	total	97.361667	91.719	102.998	97.368	100.183	101.872	102.8854	3	ms	response_end_minus_first_token_div_generated_tokens_minus_one
prefix_cache_off	65536	90	ITL	total	92.020667	91.93	92.106	92.026	92.066	92.09	92.1044	3	ms	host_stream_inter_chunk_median_per_request_not_runtime_native_decode_event
prefix_cache_off	65536	90	InputTokens	total	65536.0	65536.0	65536.0	65536.0	65536.0	65536.0	65536.0	3	token	submitted_input_token_count
prefix_cache_off	65536	90	OutputTokens	total	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	3	token	generated_token_count
prefix_cache_off	65536	90	OutputTokenThroughput	total	8.735598	8.533683	8.949094	8.724017	8.836555	8.904079	8.944592	3	token/s	generated_tokens_div_client_wall_time
prefix_cache_off	65536	90	PrefillTokenThroughput	total	4475.957958	2504.615707	7235.129681	3688.128488	5461.629084	6525.729442	7164.189657	3	token/s	input_tokens_div_ttft_host_client_approximation
prefix_cache_off	131072	30	E2EL	total	150312.129333	144515.84	155968.808	150451.74	153210.274	154865.3944	155858.46664	3	ms	client_wall_us_div_1000
prefix_cache_off	131072	30	TTFT	total	41976.739667	21137.944	62753.402	42038.873	52396.1375	58610.4962	62339.11142	3	ms	host_client_first_nonempty_text_chunk
prefix_cache_off	131072	30	TPOT	total	105.899333	91.119	120.604	105.975	113.2895	117.6782	120.31142	3	ms	response_end_minus_first_token_div_generated_tokens_minus_one
prefix_cache_off	131072	30	ITL	total	91.352667	91.18	91.447	91.431	91.439	91.4438	91.44668	3	ms	host_stream_inter_chunk_median_per_request_not_runtime_native_decode_event
prefix_cache_off	131072	30	InputTokens	total	131072.0	131072.0	131072.0	131072.0	131072.0	131072.0	131072.0	3	token	submitted_input_token_count
prefix_cache_off	131072	30	OutputTokens	total	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	3	token	generated_token_count
prefix_cache_off	131072	30	OutputTokenThroughput	total	6.819104	6.565415	7.085728	6.806169	6.945949	7.029816	7.080137	3	token/s	generated_tokens_div_client_wall_time
prefix_cache_off	131072	30	PrefillTokenThroughput	total	3802.450673	2088.683574	6200.792281	3117.876162	4659.334222	5584.209058	6139.133959	3	token/s	input_tokens_div_ttft_host_client_approximation
prefix_cache_off	131072	60	E2EL	total	148201.468	142646.738	153624.275	148333.391	150978.833	152566.0982	153518.45732	3	ms	client_wall_us_div_1000
prefix_cache_off	131072	60	TTFT	total	42251.461	21253.979	63096.345	42404.059	52750.202	58957.8878	62682.49928	3	ms	host_client_first_nonempty_text_chunk
prefix_cache_off	131072	60	TPOT	total	103.567333	88.492	118.663	103.547	111.105	115.6398	118.36068	3	ms	response_end_minus_first_token_div_generated_tokens_minus_one
prefix_cache_off	131072	60	ITL	total	88.596667	88.469	88.695	88.626	88.6605	88.6812	88.69362	3	ms	host_stream_inter_chunk_median_per_request_not_runtime_native_decode_event
prefix_cache_off	131072	60	InputTokens	total	131072.0	131072.0	131072.0	131072.0	131072.0	131072.0	131072.0	3	token	submitted_input_token_count
prefix_cache_off	131072	60	OutputTokens	total	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	3	token	generated_token_count
prefix_cache_off	131072	60	OutputTokenThroughput	total	6.915851	6.665613	7.178573	6.903368	7.040971	7.123532	7.173069	3	token/s	generated_tokens_div_client_wall_time
prefix_cache_off	131072	60	PrefillTokenThroughput	total	3778.431776	2077.331104	6166.939376	3091.024847	4628.982112	5551.756471	6105.421086	3	token/s	input_tokens_div_ttft_host_client_approximation
prefix_cache_off	131072	90	E2EL	total	149221.383667	143493.314	154799.762	149371.075	152085.4185	153714.0246	154691.18826	3	ms	client_wall_us_div_1000
prefix_cache_off	131072	90	TTFT	total	41633.679333	21047.755	62167.153	41686.13	51926.6415	58070.9484	61757.53254	3	ms	host_client_first_nonempty_text_chunk
prefix_cache_off	131072	90	TPOT	total	105.168	90.549	119.692	105.263	112.4775	116.8062	119.40342	3	ms	response_end_minus_first_token_div_generated_tokens_minus_one
prefix_cache_off	131072	90	ITL	total	90.836667	90.719	90.912	90.879	90.8955	90.9054	90.91134	3	ms	host_stream_inter_chunk_median_per_request_not_runtime_native_decode_event
prefix_cache_off	131072	90	InputTokens	total	131072.0	131072.0	131072.0	131072.0	131072.0	131072.0	131072.0	3	token	submitted_input_token_count
prefix_cache_off	131072	90	OutputTokens	total	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	1024.0	3	token	generated_token_count
prefix_cache_off	131072	90	OutputTokenThroughput	total	6.868876	6.614997	7.136221	6.85541	6.995815	7.080059	7.130605	3	token/s	generated_tokens_div_client_wall_time
prefix_cache_off	131072	90	PrefillTokenThroughput	total	3826.667344	2108.380289	6227.362491	3144.259254	4685.810872	5610.741843	6165.700426	3	token/s	input_tokens_div_ttft_host_client_approximation
