mode	prefix_reuse_group	first_case_id	second_case_id	first_prompt_id	second_prompt_id	first_task_row_count	second_task_row_count	delta_task_row_count_second_minus_first	first_total_duration_time	second_total_duration_time	delta_total_duration_time_second_minus_first	policy
msprof_prefix_cache_off	burst_prefix_a	P011_api_continuous16_burst_001_cap4096_gen64	P011_api_continuous16_burst_002_cap4096_gen64	P011	P011	113791	114582	791	13503419946	13463009537	-40410409	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_off	continuous_prefix_a	P012_api_continuous16_001_cap8192_gen64	P012_api_continuous16_002_cap8192_gen64	P012	P012	118477	120031	1554	13360067301	13269555696	-90511605	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_off	prefix_group_a	P007_api_continuous16_prefix_first_cap8192_gen64	P008_api_continuous16_prefix_second_cap8192_gen64	P007	P008	111446	113040	1594	13561691708	13548263820	-13427888	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_off	system_long_a	P003_api_continuous16_system_001_cap8192_gen64	P003_api_continuous16_system_002_cap8192_gen64	P003	P003	127690	129040	1350	12727652712	12614951593	-112701119	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_on	burst_prefix_a	P011_api_continuous16_burst_001_cap4096_gen64	P011_api_continuous16_burst_002_cap4096_gen64	P011	P011	108122	108180	58	7918359836	7855298712	-63061124	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_on	continuous_prefix_a	P012_api_continuous16_001_cap8192_gen64	P012_api_continuous16_002_cap8192_gen64	P012	P012	113820	113041	-779	7800283959	7667960897	-132323062	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_on	prefix_group_a	P007_api_continuous16_prefix_first_cap8192_gen64	P008_api_continuous16_prefix_second_cap8192_gen64	P007	P008	103951	106438	2487	7938382177	7949565557	11183380	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_on	system_long_a	P003_api_continuous16_system_001_cap8192_gen64	P003_api_continuous16_system_002_cap8192_gen64	P003	P003	114050	113110	-940	7222237293	7121698920	-100538373	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
