mode	prefix_reuse_group	first_case_id	second_case_id	first_prompt_id	second_prompt_id	first_task_row_count	second_task_row_count	delta_task_row_count_second_minus_first	first_total_duration_time	second_total_duration_time	delta_total_duration_time_second_minus_first	policy
msprof_prefix_cache_off	burst_prefix_a	P011_api_continuous32_w1_burst_001_cap4096_gen64	P011_api_continuous32_w1_burst_002_cap4096_gen64	P011	P011	130409	133232	2823	19089593910	19644364176	554770266	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_off	continuous_prefix_a	P012_api_continuous32_w1_001_cap8192_gen64	P012_api_continuous32_w1_002_cap8192_gen64	P012	P012	145336	151043	5707	21850254249	22914024737	1063770488	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_off	prefix_group_a	P007_api_continuous32_w1_prefix_first_cap8192_gen64	P008_api_continuous32_w1_prefix_second_cap8192_gen64	P007	P008	122892	127545	4653	17660042043	18547293284	887251241	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_off	system_long_a	P003_api_continuous32_w1_system_001_cap8192_gen64	P003_api_continuous32_w1_system_002_cap8192_gen64	P003	P003	179476	185312	5836	28201984946	28412675055	210690109	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_on	burst_prefix_a	P011_api_continuous32_w1_burst_001_cap4096_gen64	P011_api_continuous32_w1_burst_002_cap4096_gen64	P011	P011	122456	122561	105	11519619163	11472258434	-47360729	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_on	continuous_prefix_a	P012_api_continuous32_w1_001_cap8192_gen64	P012_api_continuous32_w1_002_cap8192_gen64	P012	P012	128019	127218	-801	11487209587	11370794718	-116414869	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_on	prefix_group_a	P007_api_continuous32_w1_prefix_first_cap8192_gen64	P008_api_continuous32_w1_prefix_second_cap8192_gen64	P007	P008	118373	120833	2460	11480467422	11524371459	43904037	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
msprof_prefix_cache_on	system_long_a	P003_api_continuous32_w1_system_001_cap8192_gen64	P003_api_continuous32_w1_system_002_cap8192_gen64	P003	P003	128344	127424	-920	11039912761	10951050906	-88861855	prefix_pair_candidate_delta_no_prefix_cache_hit_claim
